label,value
6,103
5.8,162
5.6,125
5.4,136
5.2,97
5,90
4.8,56
4.6,32
4.4,10
4.2,11
4,7
3.8,1
3.6,2
3.4,3
3.2,0
3,0
2.8,0
2.6,1
2.4,0
2.2,0
2.0 or below,1
