label,value
6.0,164
5.8,180
5.6,150
5.4,142
5.2,93
5.0,67
4.8,34
4.6,21
4.4,15
4.2,8
4.0,6
3.8,0
3.6,0
3.4,0
3.2,0
3.0,0
