label,value
African American,74
Asian American,236
Broadly European,238
East Asian,161
East European,109
Ethnically Jewish,66
Hispanic,78
Latinx,98
Mediterranean,42
Middle Eastern,35
Native American,12
North African,6
Pacific Islander,13
Scandinavian,39
South Asian,46
Southeast Asian,39
Sub-Saharan African,18
West Indian/Caribbean,25
West European,200
Other,22
